experience_level,employee_residence,log_salary_in_usd
EN,US,5.152288344383057
SE,US,5.151676230847047
SE,US,5.150372617933511
SE,US,5.150142161848558
SE,US,5.150142161848558
MI,US,5.150142161848558
SE,US,5.150142161848558
SE,US,5.150142161848558
SE,US,5.150142161848558
SE,US,5.14921911265538
SE,US,5.14921911265538
SE,US,5.14921911265538
MI,US,5.148910993109356
SE,US,5.148374343443015
MI,US,5.147367107793786
MI,US,5.147367107793786
SE,US,5.14705767102836
SE,US,5.146902869928199
MI,US,5.146902869928199
SE,US,5.146902869928199
MI,US,5.146902869928199
MI,US,5.146902869928199
SE,US,5.146902869928199
SE,US,5.1465311220074454
SE,US,5.146438135285774
SE,US,5.14622729164528
MI,US,5.146205581340778
MI,US,5.146128035678238
MI,CA,5.146128035678238
EN,US,5.146128035678238
EN,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
EN,US,5.146128035678238
SE,CA,5.146128035678238
MI,US,5.146128035678238
MI,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
EN,US,5.146128035678238
EN,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
MI,US,5.146128035678238
SE,CA,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,CA,5.146128035678238
SE,GB,5.243038048686294
MI,US,5.146128035678238
SE,CA,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
EN,US,5.146128035678238
MI,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.146128035678238
SE,US,5.145538235712233
SE,US,5.145507171409663
SE,US,5.145507171409663
SE,US,5.145507171409663
SE,US,5.145196406114182
SE,US,5.145196406114182
SE,US,5.144885418287142
SE,US,5.144574207609616
SE,US,5.144574207609616
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
MI,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.143014800254095
SE,US,5.1423894661188365
SE,CA,5.141449773400467
MI,US,5.141449773400467
EN,US,5.141449773400467
MI,US,5.141136090120739
SE,US,5.141136090120739
MI,US,5.140753089446843
EN,US,5.14050804303818
SE,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
MI,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
MI,US,5.139879086401237
SE,US,5.139879086401237
MI,US,5.139879086401237
MI,US,5.139879086401237
MI,US,5.139879086401237
MI,US,5.139879086401237
EN,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
MI,US,5.139879086401237
SE,US,5.139879086401237
SE,US,5.139879086401237
SE,CA,5.139658736208178
MI,CA,5.139658736208178
SE,US,5.139564266175849
SE,US,5.139472925606888
SE,US,5.138302698166282
SE,US,5.138302698166282
MI,US,5.138302698166282
SE,US,5.138302698166282
SE,US,5.138302698166282
SE,US,5.138302698166282
SE,GB,5.138302698166282
SE,US,5.138302698166282
MI,US,5.138302698166282
SE,US,5.138302698166282
SE,US,5.138302698166282
MI,US,5.138302698166282
EN,US,5.137037454789513
SE,US,5.136720567156407
SE,US,5.136720567156407
MI,US,5.136720567156407
SE,US,5.136720567156407
SE,US,5.136720567156407
SE,US,5.135689082563594
SE,US,5.135132651376775
SE,NZ,5.134878045195129
SE,US,5.134495855834674
SE,US,5.134167541513662
SE,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
EX,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
SE,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
EX,US,5.133538908370218
MI,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
EX,US,5.133538908370218
MI,US,5.133538908370218
SE,US,5.133538908370218
MI,US,5.133538908370218
EX,US,5.133538908370218
SE,US,5.133283365860989
SE,US,5.133283365860989
SE,US,5.132096317961625
SE,US,5.131881599122228
MI,US,5.131779009369187
MI,US,5.130976691605617
MI,US,5.130976691605617
SE,US,5.130976691605617
SE,US,5.130976691605617
SE,US,5.1307421349542315
MI,US,5.130645705070057
SE,US,5.1303337684950066
MI,US,5.1303337684950066
MI,US,5.1303337684950066
MI,US,5.1303337684950066
SE,US,5.1303337684950066
MI,US,5.1303337684950066
MI,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
MI,US,5.1303337684950066
MI,US,5.1303337684950066
SE,CA,5.01638977278846
MI,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
MI,US,5.1303337684950066
SE,US,5.1303337684950066
EN,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
SE,US,5.1303337684950066
MI,US,5.1303337684950066
SE,US,5.130011949671904
MI,US,5.129045059887958
SE,US,5.12881914219451
SE,US,5.128722284338426
MI,US,5.128722284338426
MI,US,5.128722284338426
MI,US,5.128722284338426
MI,US,5.128399268717806
MI,US,5.128399268717806
MI,US,5.128399268717806
SE,US,5.127752515832973
SE,US,5.127752515832973
MI,US,5.1276230495980295
MI,US,5.127104798364807
MI,US,5.126790307175194
MI,US,5.126790307175194
SE,US,5.125968963092556
SE,US,5.125494278074399
SE,US,5.124504224834283
SE,US,5.124504224834283
SE,US,5.124504224834283
SE,US,5.124504224834283
EN,US,5.123851640967086
EN,US,5.123851640967086
MI,US,5.123851640967086
MI,US,5.123851640967086
EN,US,5.123851640967086
MI,US,5.123851640967086
MI,US,5.123851640967086
MI,US,5.123851640967086
MI,US,5.123851640967086
EN,US,5.123851640967086
MI,AU,5.123851640967086
SE,US,5.123766732994386
MI,US,5.123766732994386
MI,US,5.123766732994386
SE,US,5.123524980942732
SE,US,5.122543524068754
MI,US,5.122543524068754
SE,US,5.122543524068754
MI,US,5.122435428280237
EN,US,5.122215878272827
SE,US,5.122215878272827
SE,US,5.122215878272827
MI,US,5.122215878272827
SE,US,5.122215878272827
SE,US,5.121559844187501
MI,US,5.120902817614527
SE,US,5.120902817614527
MI,US,5.12057393120585
EN,US,5.12057393120585
SE,US,5.12057393120585
MI,US,5.12057393120585
EN,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.12057393120585
SE,US,5.119625344410301
SE,FR,5.1192558892779365
MI,US,5.1192558892779365
SE,US,5.118641634621529
SE,US,5.118641634621529
SE,US,5.118264726089479
MI,US,5.117933835039642
MI,US,5.117933835039642
SE,US,5.117933835039642
SE,US,5.117933835039642
MI,US,5.117933835039642
SE,US,5.117933835039642
MI,US,5.117271295655764
EN,US,5.117271295655764
EN,US,5.11699272742984
MI,US,5.1169396465507555
SE,US,5.1156105116743
SE,US,5.1156105116743
SE,US,5.1156105116743
EN,US,5.115277591395901
SE,US,5.114944415712585
SE,US,5.114277296561586
SE,US,5.114277296561586
SE,CA,5.000026056887215
MI,US,5.113943352306837
MI,US,5.113943352306837
EX,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
MI,GB,5.210853365314893
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
EN,US,5.113943352306837
MI,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
EN,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
EN,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.113943352306837
MI,US,5.113943352306837
EN,US,5.113943352306837
MI,US,5.113943352306837
EX,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
EX,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
MI,GB,5.210853365314893
SE,US,5.113943352306837
SE,US,5.113943352306837
EX,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,CA,5.113943352306837
MI,US,5.113943352306837
SE,US,5.113943352306837
SE,CA,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
SE,US,5.113943352306837
MI,US,5.1126050015345745
MI,US,5.1109867903357795
SE,US,5.110589710299249
MI,US,5.110589710299249
SE,US,5.110404506501023
MI,US,5.110252917353403
SE,US,5.109915863023793
SE,US,5.109430044772011
MI,US,5.109240968588203
SE,US,5.108057373783854
SE,US,5.108057373783854
MI,US,5.107209969647869
MI,US,5.107209969647869
SE,US,5.107209969647869
MI,US,5.107209969647869
MI,US,5.107209969647869
MI,US,5.107209969647869
SE,US,5.107209969647869
MI,US,5.107209969647869
MI,US,5.107209969647869
SE,US,5.107209969647869
MI,US,5.106054840093787
SE,US,5.105510184769974
MI,US,5.105510184769974
SE,US,5.105510184769974
SE,US,5.105510184769974
MI,US,5.105510184769974
SE,US,5.105510184769974
EN,CA,5.104845461232334
SE,US,5.104828403653656
MI,US,5.104828403653656
SE,US,5.104828403653656
SE,US,5.104828403653656
SE,US,5.104828403653656
SE,US,5.103803720955957
SE,CA,5.103803720955957
MI,US,5.103803720955957
SE,US,5.103803720955957
MI,US,5.103461622094705
SE,US,5.103119253545714
SE,US,5.102663484775859
MI,US,5.102433705681336
SE,US,5.102433705681336
SE,US,5.102090525511836
SE,US,5.102090525511836
SE,US,5.102021856924153
MI,US,5.101747073946366
MI,US,5.101747073946366
SE,US,5.101747073946366
MI,US,5.101747073946366
MI,US,5.1003705451175625
SE,US,5.1003705451175625
MI,US,5.1003705451175625
MI,ES,5.145435715080234
MI,US,5.098643725817057
SE,US,5.098643725817057
SE,US,5.098643725817057
MI,US,5.09725730969342
MI,US,5.096910013008056
SE,US,5.096910013008056
EN,US,5.096910013008056
SE,US,5.096910013008056
EX,US,5.096910013008056
SE,US,5.096910013008056
EN,US,5.096910013008056
EX,US,5.096910013008056
SE,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096910013008056
SE,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096910013008056
SE,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096910013008056
SE,US,5.096910013008056
SE,US,5.096910013008056
MI,US,5.096684121140489
MI,US,5.096684121140489
SE,US,5.096475501234039
SE,US,5.096214585346405
MI,US,5.0958316249383335
SE,US,5.0948203803548
MI,US,5.09422648522204
MI,US,5.09377178149873
MI,US,5.09377178149873
MI,US,5.093421685162235
MI,US,5.093421685162235
EN,US,5.093421685162235
SE,US,5.093421685162235
EN,US,5.093421685162235
MI,US,5.093071306376063
MI,US,5.092720644684099
SE,US,5.092597846170837
SE,US,5.092510111683982
SE,US,5.092369699629121
SE,US,5.092369699629121
EN,US,5.0921063046052355
MI,US,5.092018470752797
SE,CA,5.090610707828406
EN,US,5.089905111439398
SE,US,5.089905111439398
SE,US,5.089905111439398
SE,US,5.089905111439398
SE,US,5.089905111439398
SE,US,5.089905111439398
SE,US,5.089905111439398
MI,US,5.089905111439398
MI,US,5.089905111439398
SE,US,5.089905111439398
MI,US,5.089905111439398
SE,US,5.089551882886454
SE,US,5.088490470182396
SE,US,5.088136088700551
SE,US,5.088136088700551
MI,US,5.088136088700551
SE,US,5.088136088700551
EN,US,5.087525875300314
SE,CA,5.08677257022228
MI,US,5.086715663944882
SE,US,5.086359830674748
SE,US,5.086359830674748
SE,US,5.086359830674748
SE,US,5.086359830674748
MI,US,5.085647288296856
MI,US,5.084576277934331
SE,US,5.084576277934331
SE,US,5.08298631961265
MI,US,5.08278537031645
MI,US,5.08278537031645
SE,US,5.0823149290222585
MI,US,5.082066934285113
SE,US,5.08188713942355
SE,US,5.081761238717666
MI,US,5.081606510725527
EN,US,5.07990446766672
MI,CH,5.134696547185145
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
EN,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
EN,US,5.079181246047625
SE,US,5.079181246047625
SE,CA,5.079181246047625
MI,US,5.079181246047625
EN,US,5.079181246047625
EX,US,5.079181246047625
SE,US,5.079181246047625
EX,US,5.079181246047625
MI,US,5.079181246047625
EN,US,5.079181246047625
SE,GB,5.176091259055681
EX,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
EN,US,5.079181246047625
SE,CA,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
SE,US,5.079181246047625
SE,GB,5.176091259055681
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
MI,DE,5.124937650870738
MI,AU,4.903089986991944
EX,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
SE,US,5.079181246047625
EN,US,5.079181246047625
SE,US,5.079181246047625
SE,CA,5.079181246047625
MI,US,5.079181246047625
MI,US,5.079181246047625
SE,US,5.079181246047625
SE,GB,5.176091259055681
EN,US,5.079181246047625
SE,CA,5.078819183098848
SE,US,5.078772092737234
SE,CA,5.0784060628108865
SE,US,5.078094150406411
SE,US,5.076458387712152
MI,US,5.076276255404218
MI,US,5.076276255404218
SE,US,5.075765878215734
EN,US,5.075546961392531
SE,US,5.075546961392531
MI,US,5.075546961392531
SE,US,5.075546961392531
SE,US,5.075546961392531
EN,US,5.074633618296904
MI,US,5.074084689028243
SE,US,5.073718350346122
MI,US,5.073351702386901
MI,CA,5.072984744627931
SE,US,5.072984744627931
SE,US,5.07238226187188
EN,US,5.071882007306125
MI,US,5.071882007306125
SE,US,5.071882007306125
SE,US,5.071145290451083
MI,US,5.070960915800934
SE,US,5.07086869911476
MI,US,5.0700378666077555
EX,US,5.0700378666077555
MI,US,5.069668096911595
SE,US,5.069668096911595
MI,US,5.068185861746161
MI,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.068185861746161
MI,US,5.068185861746161
SE,US,5.068185861746161
MI,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.068185861746161
MI,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.068185861746161
MI,CA,5.068185861746161
SE,US,5.068185861746161
MI,DE,5.113943352306837
SE,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.068185861746161
SE,US,5.0680893411363845
SE,US,5.067442842776381
SE,US,5.066698550422995
MI,US,5.066512277856596
SE,US,5.066325925362038
MI,AU,5.06542658305913
MI,US,5.065206128054312
SE,US,5.065206128054312
MI,CA,5.0646339177321655
EN,US,5.0645066574331885
MI,US,5.064457989226918
SE,US,5.064457989226918
EN,US,5.064457989226918
SE,US,5.064457989226918
SE,US,5.064457989226918
SE,US,5.064457989226918
SE,US,5.064457989226918
MI,US,5.064457989226918
SE,US,5.064457989226918
SE,US,5.064083435963596
SE,US,5.06404221537673
SE,US,5.063708559391418
SE,US,5.063577276106099
SE,US,5.062581984228163
SE,US,5.062581984228163
MI,US,5.062581984228163
SE,US,5.062205808819713
SE,US,5.061656006927474
MI,US,5.060697840353612
MI,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
MI,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
MI,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
MI,US,5.060697840353612
MI,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
MI,US,5.060697840353612
SE,US,5.060697840353612
MI,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
MI,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,CA,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
EN,US,5.060697840353612
SE,US,5.060697840353612
MI,US,5.060697840353612
MI,US,5.060697840353612
MI,US,5.059941888061955
EX,CA,5.059328600657427
MI,US,5.057285644418215
MI,US,5.056904851336473
MI,CH,5.112420655343343
MI,CA,5.056904851336473
SE,US,5.056904851336473
MI,US,5.056904851336473
EN,US,5.056904851336473
EN,US,5.056142262059052
SE,US,5.055760464687735
MI,US,5.054995861529141
SE,US,5.053884790394692
SE,US,5.053462604925455
SE,US,5.053270566681379
SE,US,5.05307844348342
MI,US,5.05307844348342
SE,US,5.05307844348342
SE,US,5.05307844348342
SE,LT,5.098065435167947
SE,US,5.051981715369472
MI,US,5.051152522447381
SE,CA,5.049702456052149
EN,US,5.049218022670182
SE,GB,5.146128035678238
SE,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
MI,US,5.049218022670182
SE,US,5.049218022670182
MI,US,5.049218022670182
SE,US,5.049218022670182
EN,US,5.049218022670182
MI,GB,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
EX,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
SE,US,5.049218022670182
SE,US,5.049218022670182
EN,US,5.049218022670182
EN,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
EX,US,5.049218022670182
SE,US,5.049218022670182
EN,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.049218022670182
MI,US,5.048441803550404
SE,US,5.048441803550404
SE,US,5.0478509477680165
MI,US,5.04766419460156
MI,US,5.04766419460156
MI,US,5.04766419460156
MI,US,5.04766419460156
EN,US,5.0473138158153885
EN,US,5.047274867384179
SE,US,5.047274867384179
SE,US,5.047274867384179
MI,US,5.046495164334709
SE,US,5.046104787246039
MI,US,5.045322978786658
MI,US,5.045322978786658
SE,US,5.04493154614916
MI,CA,5.043872912391425
EN,US,5.04336227802113
MI,US,5.04296907339318
EN,US,5.04296907339318
EN,US,5.04296907339318
MI,US,5.042575512440191
MI,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
MI,CA,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
SE,UA,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
EN,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
EN,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
EN,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,CA,5.041392685158225
MI,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,US,5.041392685158225
SE,UA,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
EN,US,5.041392685158225
SE,US,5.041392685158225
SE,GB,5.138302698166282
SE,US,5.041392685158225
SE,CA,5.041392685158225
SE,US,5.041392685158225
MI,US,5.041392685158225
EN,US,5.041392685158225
MI,US,5.041076719715475
EN,US,5.040206627574711
SE,US,5.039414119176137
SE,US,5.039017321997412
SE,US,5.039017321997412
SE,US,5.039017321997412
SE,US,5.039017321997412
SE,US,5.037824750588342
SE,US,5.037426497940624
MI,US,5.037426497940624
SE,US,5.037426497940624
SE,US,5.037426497940624
MI,US,5.037426497940624
SE,US,5.037426497940624
SE,US,5.037426497940624
SE,US,5.037426497940624
SE,US,5.037426497940624
MI,US,5.037426497940624
SE,US,5.037426497940624
SE,US,5.037426497940624
MI,US,5.036429265626675
SE,US,5.035429738184549
SE,US,5.035429738184549
SE,US,5.035429738184549
SE,US,5.035429738184549
SE,US,5.035429738184549
SE,US,5.035429738184549
SE,US,5.035429738184549
MI,US,5.035429738184549
SE,US,5.0347647788324155
EN,US,5.033423755486949
SE,US,5.033423755486949
EN,US,5.033423755486949
SE,US,5.03261876085072
MI,US,5.03261876085072
MI,US,5.03243743124139
SE,CA,5.032336659845735
EX,CA,5.032336659845735
SE,CA,5.032336659845735
MI,US,5.032175376961363
MI,US,5.031408464251625
SE,US,5.031165999660659
SE,US,5.0301826314232
MI,US,5.029789470831855
SE,CA,5.02938377768521
SE,US,5.02938377768521
SE,CA,5.02938377768521
EN,US,5.029221394253928
EN,US,5.028876127736229
SE,US,5.028876127736229
MI,US,5.0285712526925375
MI,US,5.02816441942447
MI,US,5.02816441942447
SE,US,5.027777574498109
SE,US,5.027777574498109
SE,US,5.027777574498109
SE,US,5.027349607774757
MI,US,5.027349607774757
MI,CA,5.027349607774757
MI,US,5.027349607774757
SE,US,5.027349607774757
MI,US,5.027349607774757
MI,US,5.027349607774757
SE,US,5.027349607774757
MI,US,5.027349607774757
MI,US,5.027349607774757
SE,US,5.027349607774757
MI,US,5.027349607774757
MI,US,5.027349607774757
SE,US,5.026533264523297
SE,US,5.026369811573718
SE,EG,5.02612451674545
SE,US,5.02612451674545
MI,US,5.025715383901341
MI,US,5.025715383901341
SE,US,5.025715383901341
EN,US,5.025715383901341
MI,US,5.0255106728525805
MI,US,5.0255106728525805
MI,US,5.0255106728525805
MI,US,5.0255106728525805
SE,US,5.02530586526477
MI,US,5.02530586526477
EN,US,5.02530586526477
MI,US,5.02530586526477
SE,US,5.02530586526477
MI,US,5.02530586526477
EN,US,5.02530586526477
MI,US,5.02530586526477
MI,US,5.02530586526477
SE,US,5.024485667699167
MI,US,5.024074987307427
MI,US,5.024074987307427
MI,US,5.023853058313898
MI,US,5.023252459633712
SE,US,5.023252459633712
SE,US,5.023252459633712
SE,US,5.022432495519957
SE,US,5.022432495519957
SE,US,5.022432495519957
EN,CA,5.0224283711854865
EN,CA,5.0224283711854865
SE,CA,5.0224283711854865
EN,CA,5.0224283711854865
SE,US,5.022292246170454
SE,US,5.022292246170454
SE,US,5.021189299069938
SE,US,5.021189299069938
MI,AU,5.021189299069938
EN,US,5.021189299069938
MI,US,5.021189299069938
SE,US,5.021189299069938
SE,US,5.021189299069938
SE,US,5.021189299069938
EN,CA,4.907244705919952
MI,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
SE,CA,5.021189299069938
MI,US,5.021189299069938
SE,US,5.021189299069938
MI,US,5.021189299069938
SE,US,5.021189299069938
SE,US,5.021189299069938
MI,US,5.021189299069938
EN,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
SE,US,5.021189299069938
EN,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
MI,US,5.021189299069938
EN,US,5.021189299069938
SE,US,5.0211107053383275
SE,US,5.0211107053383275
MI,US,5.020866560422751
SE,US,5.020477300026737
SE,US,5.020361282647708
SE,US,5.020361282647708
SE,GB,5.11708228670451
SE,US,5.019544140217319
EN,US,5.019116290447073
MI,US,5.017450729510536
SE,US,5.017033339298781
SE,US,5.017033339298781
SE,US,5.017033339298781
MI,US,5.017033339298781
EN,US,5.017033339298781
SE,US,5.017033339298781
SE,US,5.017033339298781
MI,US,5.017033339298781
EN,US,5.017033339298781
SE,US,5.017033339298781
SE,US,5.017033339298781
MI,US,5.0169372827817185
MI,US,5.0169372827817185
EN,US,5.016197353512439
SE,US,5.016138774198267
MI,US,5.014940349792936
SE,US,5.014940349792936
SE,US,5.01422642938923
SE,US,5.014100321519621
SE,US,5.013995203648624
SE,US,5.012837224705172
MI,US,5.012837224705172
SE,US,5.012837224705172
EN,US,5.012837224705172
MI,US,5.012837224705172
SE,GB,5.012415374762433
SE,US,5.010723865391773
MI,US,5.00987563371216
SE,US,5.009450895798694
MI,US,5.008600171761918
SE,US,5.008600171761918
EN,US,5.008600171761918
MI,US,5.008600171761918
SE,CA,5.0075899016085925
SE,CA,5.0075899016085925
EN,US,5.00518051250378
SE,US,5.004751155591001
SE,US,5.004751155591001
MI,US,5.004321373782642
EN,US,5.004321373782642
EN,US,5.004321373782642
SE,US,5.004321373782642
MI,CA,5.003460532109506
MI,US,5.003029470553618
SE,US,5.002597980719909
MI,US,5.001733712809001
SE,US,5.000867721531227
SE,US,5.000867721531227
